emp_no;dept_no;from_date;to_date
459940;d001;1992-10-07;9999-01-01
459950;d005;1995-08-30;9999-01-01
459960;d005;1998-06-12;9999-01-01
459970;d004;1987-07-06;1995-03-25
459980;d007;1995-01-10;9999-01-01
459990;d007;1994-10-20;1996-08-31
460000;d004;1990-12-18;9999-01-01
460010;d005;1987-02-23;9999-01-01
460020;d001;1993-03-20;9999-01-01
460030;d005;1989-03-04;9999-01-01
460040;d009;1991-10-24;9999-01-01
460050;d004;1997-08-30;1998-04-14
460050;d009;1998-04-14;9999-01-01
460060;d006;1996-07-20;2002-05-06
460070;d005;1985-10-26;9999-01-01
460080;d004;1992-05-30;9999-01-01
460090;d004;1999-01-10;9999-01-01
460100;d008;1988-08-03;9999-01-01
460110;d004;1987-03-26;9999-01-01
460120;d007;1987-10-11;1988-12-05
460130;d005;1990-03-18;9999-01-01
460140;d004;1987-01-13;9999-01-01
460150;d004;1994-06-02;1995-04-25
460150;d009;1995-04-25;9999-01-01
460160;d004;1994-12-11;9999-01-01
460160;d005;1989-12-31;1994-12-11
460170;d004;1997-10-31;2000-08-07
460180;d005;1986-05-25;9999-01-01
460190;d005;1993-02-01;9999-01-01
460200;d007;1999-10-13;9999-01-01
460210;d003;1993-08-10;9999-01-01
460220;d005;1987-04-27;9999-01-01
460230;d006;1992-10-10;9999-01-01
460240;d007;1991-09-23;9999-01-01
460250;d005;1987-04-05;1991-01-15
460260;d001;1990-03-13;9999-01-01
460270;d008;1997-05-27;2000-06-08
460280;d005;1987-11-03;9999-01-01
460290;d004;1995-04-24;9999-01-01
460300;d005;1999-05-31;9999-01-01
460310;d004;1999-08-03;9999-01-01
460320;d009;1997-07-16;1999-03-20
460330;d008;1994-12-03;9999-01-01
460340;d005;1998-04-21;9999-01-01
460350;d004;1989-09-21;9999-01-01
460360;d007;1996-01-24;9999-01-01
460370;d005;1990-08-28;9999-01-01
460380;d004;1993-09-18;9999-01-01
460390;d002;1989-08-14;9999-01-01
460400;d005;1997-01-10;9999-01-01
460410;d004;1996-05-14;9999-01-01
460410;d006;1995-11-14;1996-05-14
460420;d005;1992-09-09;9999-01-01
460430;d005;1989-03-26;9999-01-01
460440;d007;1993-08-17;9999-01-01
460450;d005;1989-02-11;9999-01-01
460460;d004;1987-09-23;2000-02-12
460470;d004;1998-10-13;9999-01-01
460480;d004;1996-09-03;9999-01-01
460490;d002;1999-09-23;2000-05-13
460500;d007;1985-08-08;9999-01-01
460510;d007;1997-04-11;9999-01-01
460520;d008;1996-06-22;9999-01-01
460530;d001;1985-06-27;9999-01-01
460540;d004;1998-09-15;1998-11-22
460540;d006;1998-11-22;9999-01-01
460550;d007;1997-03-29;2000-01-25
460560;d004;1994-03-25;9999-01-01
460570;d005;1994-01-13;9999-01-01
460580;d008;1996-05-27;9999-01-01
460590;d006;1999-03-06;9999-01-01
460600;d006;1997-06-15;9999-01-01
460610;d005;1993-06-17;9999-01-01
460620;d002;1997-10-25;9999-01-01
460630;d005;1988-01-18;9999-01-01
460640;d007;1997-08-30;9999-01-01
460650;d004;1991-03-11;1996-07-07
460660;d007;1996-02-16;2002-01-28
460660;d009;2002-01-28;9999-01-01
460670;d001;1993-03-09;9999-01-01
460670;d007;1992-10-19;1993-03-09
460680;d004;1997-03-23;9999-01-01
460690;d008;1999-02-09;9999-01-01
460700;d001;2001-04-14;2002-04-04
460700;d003;1993-03-17;2001-04-14
460710;d005;1993-10-10;1998-09-24
460720;d004;1991-03-13;9999-01-01
460730;d004;1991-08-01;2001-11-09
460730;d006;2001-11-09;9999-01-01
460740;d004;1992-03-27;9999-01-01
460750;d004;1991-06-05;9999-01-01
460760;d001;1993-07-14;9999-01-01
460770;d007;1991-10-05;9999-01-01
460780;d004;1994-07-31;9999-01-01
460790;d004;1998-09-30;9999-01-01
460800;d005;1990-12-11;9999-01-01
460810;d001;1990-05-11;9999-01-01
460820;d008;1991-02-09;9999-01-01
460830;d004;1993-05-19;1997-03-14
460840;d007;1996-05-04;9999-01-01
460850;d005;1989-10-15;9999-01-01
460860;d009;1986-09-20;9999-01-01
460870;d004;1989-03-17;9999-01-01
460880;d007;1987-08-18;9999-01-01
460890;d007;1990-05-05;9999-01-01
460900;d004;1995-09-26;9999-01-01
460910;d004;1985-12-14;9999-01-01
460920;d007;1986-04-06;9999-01-01
460930;d005;1993-10-16;1995-05-23
460940;d003;1994-06-24;9999-01-01
460950;d001;1994-02-02;9999-01-01
460960;d004;1993-11-17;9999-01-01
460970;d004;1998-08-12;9999-01-01
460980;d002;1986-02-17;9999-01-01
460990;d007;1991-02-02;9999-01-01
461000;d004;1988-11-11;9999-01-01
461010;d005;1994-09-11;9999-01-01
461020;d005;1991-09-27;9999-01-01
461030;d009;1998-10-09;9999-01-01
461040;d005;1993-08-29;9999-01-01
461050;d004;1999-03-29;9999-01-01
461060;d004;1994-12-12;9999-01-01
461070;d004;1995-05-09;1996-03-20
461070;d006;1996-03-20;9999-01-01
461080;d004;1987-04-16;9999-01-01
461090;d007;1999-03-26;9999-01-01
461100;d005;1991-10-28;9999-01-01
461110;d005;1994-05-18;1995-04-08
461120;d005;1996-03-26;2001-04-01
461120;d008;2001-04-01;9999-01-01
461130;d005;1999-08-27;9999-01-01
461140;d004;1986-03-16;9999-01-01
461140;d005;1985-11-02;1986-03-16
461150;d004;1996-09-05;2001-09-16
461150;d006;2001-09-16;9999-01-01
461160;d005;1995-10-01;9999-01-01
461170;d009;1990-05-05;9999-01-01
461180;d007;1996-11-23;9999-01-01
461190;d005;1990-02-01;9999-01-01
461200;d001;1992-04-03;9999-01-01
461210;d007;1993-03-05;9999-01-01
461220;d007;1991-12-27;9999-01-01
461230;d009;1995-05-28;9999-01-01
461240;d007;1986-04-26;9999-01-01
461250;d009;1994-12-17;9999-01-01
461260;d006;1993-10-18;1998-06-21
461270;d007;1996-01-03;9999-01-01
461280;d001;2001-01-06;9999-01-01
461280;d003;1999-06-07;2001-01-06
461290;d002;1995-03-20;9999-01-01
461300;d005;1997-05-27;9999-01-01
461310;d004;1997-01-16;2001-02-23
461320;d005;1991-08-02;9999-01-01
461330;d007;1996-09-23;9999-01-01
461340;d007;1988-11-14;9999-01-01
461350;d009;1999-01-11;9999-01-01
461360;d005;1995-04-19;1999-02-17
461370;d004;1995-08-06;9999-01-01
461380;d004;1988-05-21;1991-01-13
461390;d003;1989-05-25;9999-01-01
461400;d004;1985-08-30;1985-09-08
461410;d004;1986-01-31;1986-03-05
461420;d009;1999-03-27;9999-01-01
461430;d005;1999-04-01;9999-01-01
461440;d005;1999-07-18;9999-01-01
461450;d007;1999-07-20;9999-01-01
461460;d001;1987-09-28;9999-01-01
461470;d004;1991-05-22;1991-06-05
461470;d009;1991-06-05;1993-09-06
461480;d005;1985-12-29;9999-01-01
461490;d007;1990-04-09;9999-01-01
461500;d005;1993-01-11;9999-01-01
461510;d006;1994-05-20;9999-01-01
461520;d005;1998-06-23;9999-01-01
461530;d009;1999-11-12;9999-01-01
461540;d007;1989-03-07;1994-03-24
461550;d004;1986-03-15;1986-11-10
461550;d006;1986-11-10;1995-07-02
461560;d007;1993-07-19;2001-06-22
461570;d004;1985-09-26;1995-04-06
461580;d006;1996-02-18;9999-01-01
461590;d004;1994-09-26;9999-01-01
461600;d005;1989-01-12;9999-01-01
461610;d008;1992-08-29;9999-01-01
461620;d004;1994-06-18;9999-01-01
461630;d004;1997-01-08;9999-01-01
461630;d009;1986-03-13;1997-01-08
461640;d005;1988-10-26;9999-01-01
461650;d001;1985-06-15;9999-01-01
461660;d005;1998-01-28;9999-01-01
461660;d008;1997-10-29;1998-01-28
461670;d003;1986-03-14;1990-01-13
461680;d002;1999-11-25;9999-01-01
461690;d002;1999-05-12;9999-01-01
461700;d007;1995-09-25;9999-01-01
461710;d005;1997-02-01;9999-01-01
461720;d004;1991-03-07;9999-01-01
461730;d005;1993-08-12;9999-01-01
461740;d005;1992-12-09;9999-01-01
461750;d005;1998-09-27;9999-01-01
461760;d005;1992-03-28;1994-11-27
461770;d005;1997-04-07;9999-01-01
461780;d004;1985-08-04;9999-01-01
461790;d007;1993-12-01;9999-01-01
461800;d009;1994-01-25;9999-01-01
461810;d007;1985-04-04;9999-01-01
461820;d005;1987-12-15;1997-11-18
461820;d008;1997-11-18;9999-01-01
461830;d001;1987-12-17;9999-01-01
461840;d002;1992-06-17;9999-01-01
461850;d005;1991-05-01;1996-11-21
461860;d005;1987-05-07;9999-01-01
461870;d005;1991-04-19;9999-01-01
461880;d003;1993-07-13;9999-01-01
461890;d005;1993-04-08;9999-01-01
461900;d005;1993-07-27;9999-01-01
461910;d005;1987-02-27;9999-01-01
461920;d004;1999-08-20;2001-03-09
461930;d001;1997-10-06;1997-10-25
461930;d003;1994-07-16;1997-10-06
461940;d005;1993-01-09;1996-05-08
461950;d004;1990-06-02;9999-01-01
461960;d007;1997-08-01;9999-01-01
461970;d005;1995-04-25;2000-03-08
461980;d004;1996-03-30;9999-01-01
461990;d007;1997-06-07;9999-01-01
462000;d005;1989-12-15;9999-01-01
462010;d006;1999-06-28;2000-11-30
462020;d009;1996-07-26;9999-01-01
462030;d005;1990-05-13;9999-01-01
462040;d005;1993-12-01;9999-01-01
462050;d007;1998-02-22;9999-01-01
462060;d004;1991-03-09;9999-01-01
462070;d003;1998-04-18;9999-01-01
462080;d004;1995-10-24;9999-01-01
462090;d004;1993-07-31;9999-01-01
462100;d004;1994-09-30;1997-05-10
462110;d003;1996-03-03;9999-01-01
462120;d004;1988-06-20;9999-01-01
462130;d004;1996-10-31;9999-01-01
462140;d004;1994-04-26;9999-01-01
462150;d005;1996-04-30;9999-01-01
462160;d004;1996-12-14;9999-01-01
462170;d001;1996-12-20;9999-01-01
462170;d007;1995-05-19;1996-12-20
462180;d007;1993-04-21;9999-01-01
462190;d002;1986-03-11;9999-01-01
462200;d005;1987-04-15;9999-01-01
462210;d004;1996-05-18;9999-01-01
462220;d005;1995-09-17;9999-01-01
462230;d005;1999-05-13;2000-04-08
462240;d004;1991-03-25;9999-01-01
462250;d007;1999-08-22;9999-01-01
462260;d004;1995-10-17;9999-01-01
462270;d004;1996-03-18;9999-01-01
462280;d005;1989-04-11;9999-01-01
462290;d004;1998-04-02;9999-01-01
462300;d003;1996-12-22;9999-01-01
462310;d007;1998-09-03;9999-01-01
462320;d005;1997-06-03;9999-01-01
462330;d008;1988-06-19;9999-01-01
462340;d005;1997-08-24;9999-01-01
462350;d004;2001-10-26;9999-01-01
462350;d006;1997-11-12;2001-10-26
462360;d004;1997-08-23;9999-01-01
462360;d006;1997-04-10;1997-08-23
462370;d002;1989-04-26;9999-01-01
462380;d005;1990-02-13;9999-01-01
462390;d005;1996-09-23;1998-06-02
462400;d008;1997-09-09;9999-01-01
462410;d004;1986-02-11;9999-01-01
462420;d005;1992-12-14;9999-01-01
462430;d004;1998-10-26;9999-01-01
462440;d005;1994-12-10;9999-01-01
462450;d007;1985-08-31;9999-01-01
462460;d001;1991-05-05;1997-07-14
462460;d003;1990-05-14;1991-05-05
462470;d004;2002-04-11;9999-01-01
462470;d005;1997-12-09;2002-04-11
462480;d005;1992-01-29;1992-09-30
462480;d008;1992-09-30;9999-01-01
462490;d005;1999-12-26;9999-01-01
462500;d007;1986-06-15;9999-01-01
462510;d005;1997-03-25;9999-01-01
462520;d005;1987-01-12;9999-01-01
462530;d001;1988-11-01;2002-01-11
462540;d005;1995-06-14;9999-01-01
462550;d005;1999-12-11;2000-04-22
462560;d004;1992-08-12;9999-01-01
462570;d005;1990-03-30;9999-01-01
462580;d005;1988-03-29;9999-01-01
462590;d004;1992-12-25;9999-01-01
462600;d004;1992-03-21;9999-01-01
462600;d005;1990-06-16;1992-03-21
462610;d004;1996-12-21;1998-11-07
462610;d006;1998-11-07;1999-11-19
462620;d004;1998-11-12;9999-01-01
462630;d005;1992-12-07;9999-01-01
462640;d009;1994-07-10;1995-09-08
462650;d008;1995-07-27;9999-01-01
462660;d005;1998-09-10;9999-01-01
462670;d004;1988-03-17;9999-01-01
462680;d004;1998-10-01;9999-01-01
462690;d001;1988-05-09;9999-01-01
462700;d004;1989-07-31;9999-01-01
462710;d001;1989-06-27;9999-01-01
462720;d007;1992-01-01;2001-11-03
462730;d001;1987-08-13;9999-01-01
462740;d006;1991-02-07;9999-01-01
462750;d002;1999-07-31;9999-01-01
462760;d007;1987-04-21;9999-01-01
462770;d007;1989-10-27;9999-01-01
462780;d008;1990-09-25;9999-01-01
462790;d009;1987-06-10;1999-03-30
462800;d005;1986-02-05;9999-01-01
462810;d005;1986-07-27;9999-01-01
462820;d005;1989-07-14;9999-01-01
462830;d002;1999-11-16;2001-12-09
462840;d001;1996-12-27;9999-01-01
462850;d007;1997-08-22;9999-01-01
462860;d008;1994-10-04;1996-01-13
462870;d004;1993-04-11;9999-01-01
462880;d007;1992-03-09;9999-01-01
462890;d007;1995-05-20;9999-01-01
462900;d005;1994-05-21;1999-08-24
462910;d007;1991-05-02;9999-01-01
462920;d005;1988-08-16;9999-01-01
462930;d005;1998-03-28;9999-01-01
462940;d005;1997-07-08;9999-01-01
462950;d007;1993-07-30;9999-01-01
462960;d007;1994-07-07;9999-01-01
462970;d005;1994-09-30;9999-01-01
462970;d006;1985-03-05;1994-09-30
462980;d004;1988-03-05;1988-04-16
462990;d005;1993-04-10;9999-01-01
463000;d005;1985-09-24;9999-01-01
463010;d005;1991-05-08;9999-01-01
463020;d006;1988-11-13;1998-06-13
463030;d009;1986-12-08;9999-01-01
463040;d008;1990-05-06;9999-01-01
463050;d002;1999-03-29;9999-01-01
463060;d005;1999-01-13;2001-11-23
463070;d004;1996-07-02;9999-01-01
463080;d007;1988-03-07;9999-01-01
463090;d004;1993-01-26;9999-01-01
463100;d004;1997-03-14;9999-01-01
463110;d005;1993-12-19;1996-01-12
463110;d008;1996-01-12;9999-01-01
463120;d005;1996-03-16;9999-01-01
463130;d005;1993-04-07;9999-01-01
463140;d005;1989-06-07;9999-01-01
463150;d007;1996-12-27;1998-05-28
463160;d002;1994-03-02;9999-01-01
463170;d001;1996-04-22;9999-01-01
463180;d005;1985-06-18;9999-01-01
463190;d005;1992-10-16;9999-01-01
463200;d001;1993-09-18;9999-01-01
463210;d005;1989-02-25;1990-08-23
463220;d005;1997-07-29;1997-10-30
463230;d001;1996-05-01;9999-01-01
463240;d004;1988-01-02;1997-11-01
463250;d006;1986-02-20;9999-01-01
463260;d004;1996-02-06;9999-01-01
463270;d008;1997-08-04;1998-09-10
463280;d004;1987-06-22;1992-11-16
463290;d004;1995-07-26;9999-01-01
463290;d005;1995-01-07;1995-07-26
463300;d005;1999-01-30;1999-06-25
463300;d008;1999-06-25;2000-02-24
463310;d004;1991-06-24;1995-01-25
463310;d009;1995-01-25;9999-01-01
463320;d005;1991-04-11;9999-01-01
463330;d008;1987-07-23;2001-12-15
463340;d006;1997-07-12;9999-01-01
463350;d005;1987-08-24;9999-01-01
463360;d001;1987-08-08;9999-01-01
463370;d003;1998-10-31;9999-01-01
463380;d007;1991-04-23;9999-01-01
463390;d005;1991-04-01;1993-01-19
463390;d008;1993-01-19;9999-01-01
463400;d005;1989-11-01;9999-01-01
463410;d004;1988-02-25;9999-01-01
463420;d007;1994-07-05;2002-04-05
463430;d001;1994-06-09;9999-01-01
463440;d002;1999-04-25;9999-01-01
463450;d004;1998-03-28;9999-01-01
463460;d005;1992-12-09;1995-12-01
463470;d009;1992-02-14;9999-01-01
463480;d005;1999-02-11;9999-01-01
463490;d007;1998-02-22;1999-11-02
463500;d002;1990-01-10;9999-01-01
463510;d007;1994-04-08;2000-08-27
463520;d003;1997-02-12;1998-05-11
463530;d004;1998-12-21;9999-01-01
463540;d009;1996-04-09;2001-02-15
463550;d004;1995-10-21;9999-01-01
463560;d005;1990-04-25;9999-01-01
463570;d007;1985-05-18;9999-01-01
463580;d006;1986-02-10;9999-01-01
463590;d005;1988-11-19;9999-01-01
463600;d002;1996-01-29;2000-12-03
463610;d001;1989-06-27;9999-01-01
463620;d007;1999-09-16;9999-01-01
463630;d005;1986-01-24;2002-01-04
463640;d008;1999-11-20;9999-01-01
463650;d005;1992-08-29;9999-01-01
463660;d002;1986-02-22;9999-01-01
463670;d004;1996-08-31;9999-01-01
463680;d004;1987-09-08;1997-07-10
463690;d004;1989-03-17;9999-01-01
463700;d003;1992-12-22;9999-01-01
463710;d004;1992-05-16;9999-01-01
463720;d004;1994-11-26;9999-01-01
463730;d002;1995-01-20;9999-01-01
463740;d005;1991-02-11;1991-11-27
463750;d009;1991-10-28;9999-01-01
463760;d006;1987-10-25;9999-01-01
463770;d003;1997-12-03;9999-01-01
463780;d008;1992-07-21;1997-10-24
463790;d004;1992-10-11;1993-02-14
463800;d006;1996-09-24;9999-01-01
463810;d008;1999-07-13;9999-01-01
463820;d005;1997-05-03;9999-01-01
463830;d001;1994-02-05;9999-01-01
463840;d005;1994-04-06;9999-01-01
463850;d004;1988-11-12;2001-05-08
463860;d009;1999-10-30;9999-01-01
463870;d001;1993-08-07;9999-01-01
463880;d005;1990-07-27;9999-01-01
463890;d006;1989-07-22;1993-01-24
463900;d004;1988-02-28;9999-01-01
463910;d005;1986-07-22;1990-04-17
463920;d002;1996-05-23;9999-01-01
463930;d005;1997-11-26;9999-01-01
463940;d007;1994-06-11;9999-01-01
463950;d009;1993-05-19;1999-04-29
463960;d003;1988-04-19;1989-03-29
463970;d005;1992-01-21;9999-01-01
463980;d003;1987-02-06;9999-01-01
463990;d005;1998-10-26;9999-01-01
464000;d005;1999-05-08;9999-01-01
464010;d008;1986-06-04;9999-01-01
464020;d004;1985-05-19;9999-01-01
464030;d001;1988-08-08;2000-04-11
464040;d007;1997-03-17;9999-01-01
464050;d007;1989-04-22;9999-01-01
464060;d003;1999-12-21;9999-01-01
464070;d005;1988-06-01;9999-01-01
464080;d005;1995-05-18;9999-01-01
464090;d005;1995-05-04;9999-01-01
464100;d007;1992-03-29;9999-01-01
464110;d004;1998-09-17;9999-01-01
464120;d005;1992-01-13;2002-07-15
464130;d003;1998-03-15;9999-01-01
464140;d003;1988-06-24;9999-01-01
464150;d004;1992-08-05;9999-01-01
464160;d005;1994-09-22;9999-01-01
464170;d005;1997-10-01;2000-03-09
464170;d008;2000-03-09;9999-01-01
464180;d007;1994-04-07;1997-03-31
464190;d004;1997-11-24;9999-01-01
464200;d007;1987-11-04;9999-01-01
464210;d005;1994-06-13;9999-01-01
464220;d005;1987-10-03;9999-01-01
464230;d004;1988-03-05;9999-01-01
464240;d004;1988-08-21;2001-01-04
464250;d008;1997-10-16;9999-01-01
464260;d005;1989-07-15;9999-01-01
464270;d005;1986-02-26;9999-01-01
464280;d005;1996-04-03;9999-01-01
464290;d005;1989-02-20;9999-01-01
464300;d005;1985-05-16;1996-03-31
464310;d007;1991-12-18;9999-01-01
464320;d009;1986-12-12;2000-07-30
464330;d005;1993-01-28;9999-01-01
464340;d007;1991-12-05;9999-01-01
464350;d007;1997-02-13;9999-01-01
464360;d004;1992-07-11;9999-01-01
464370;d002;1995-04-03;9999-01-01
464380;d004;1989-05-03;9999-01-01
464390;d007;1989-02-21;1993-12-09
464390;d009;1993-12-09;1996-06-29
464400;d005;1987-09-23;9999-01-01
464410;d008;1988-05-05;1993-10-22
464420;d007;1988-03-27;9999-01-01
464430;d006;1990-03-15;9999-01-01
464440;d007;1990-12-10;9999-01-01
464450;d004;1996-07-14;9999-01-01
464460;d003;1992-07-10;1994-04-10
464470;d004;1997-03-28;2001-11-24
464480;d006;1991-08-02;1994-04-19
464490;d005;1992-09-21;9999-01-01
464500;d007;1998-01-23;9999-01-01
464510;d009;1994-06-17;9999-01-01
464520;d007;1996-01-21;9999-01-01
464530;d004;1986-04-17;1991-03-29
464540;d005;1991-01-30;1992-01-12
464550;d007;1988-01-29;9999-01-01
464560;d003;1992-12-26;9999-01-01
464570;d007;1993-03-05;9999-01-01
464580;d005;1988-11-22;9999-01-01
464590;d004;1986-10-15;1987-12-12
464600;d005;1987-04-18;9999-01-01
464610;d001;1993-08-02;2002-07-02
464620;d005;1989-04-26;9999-01-01
464630;d004;1990-04-14;9999-01-01
464640;d002;1986-03-23;9999-01-01
464650;d004;1986-07-30;9999-01-01
464660;d009;1998-11-11;9999-01-01
464670;d007;1991-11-08;9999-01-01
464680;d004;1989-05-16;9999-01-01
464690;d004;1999-05-05;9999-01-01
464700;d004;1998-07-11;9999-01-01
464710;d005;1989-10-23;1993-02-11
464720;d009;1993-06-04;9999-01-01
464730;d001;1987-12-10;9999-01-01
464740;d004;1994-10-21;9999-01-01
464750;d005;1991-05-04;9999-01-01
464760;d007;1996-01-20;9999-01-01
464770;d009;1989-10-27;9999-01-01
464780;d006;1992-04-18;2000-01-02
464790;d004;1995-12-29;9999-01-01
464800;d004;1992-02-13;1992-12-12
464800;d008;1987-03-15;1992-02-13
464810;d005;1992-04-28;9999-01-01
464820;d005;1997-12-09;9999-01-01
464830;d004;1994-12-07;9999-01-01
464840;d004;1994-10-05;9999-01-01
464850;d004;1990-01-21;9999-01-01
464860;d007;1990-10-13;9999-01-01
464870;d006;1995-08-18;9999-01-01
464880;d001;1985-05-02;9999-01-01
464890;d007;1987-11-07;9999-01-01
464900;d003;1989-11-04;9999-01-01
464910;d003;1995-08-15;9999-01-01
464920;d004;1994-07-12;9999-01-01
464930;d009;1994-08-18;9999-01-01
464940;d005;1996-06-08;2000-06-11
464950;d002;1997-07-31;9999-01-01
464960;d002;1995-02-05;9999-01-01
464970;d004;1997-06-03;9999-01-01
464980;d004;1996-01-25;1997-11-26
464990;d005;1996-09-24;9999-01-01
465000;d004;1989-10-11;9999-01-01
465010;d005;2001-08-06;9999-01-01
465010;d006;1998-05-22;2001-08-06
465020;d003;1998-09-12;2000-07-20
465030;d002;1995-05-31;9999-01-01
465040;d004;1994-08-24;2002-01-21
465050;d004;1991-07-17;9999-01-01
465060;d005;1995-01-15;9999-01-01
465070;d004;1998-04-17;9999-01-01
465080;d004;1987-06-09;9999-01-01
465090;d007;1999-07-22;2001-06-21
465100;d005;1995-03-05;9999-01-01
465110;d004;1990-07-25;9999-01-01
465120;d005;1988-12-28;9999-01-01
465130;d005;1994-10-31;9999-01-01
465140;d007;1989-08-17;1992-10-11
465150;d005;1995-02-13;9999-01-01
465160;d004;2001-11-30;9999-01-01
465160;d008;1999-12-02;2001-11-30
465170;d003;1997-09-26;9999-01-01
465180;d005;1991-09-29;1996-09-30
465190;d005;1993-07-08;9999-01-01
465200;d007;1998-01-28;9999-01-01
465210;d004;1988-09-01;9999-01-01
465220;d004;1993-12-07;1999-09-03
465230;d005;1994-03-26;9999-01-01
465240;d005;1996-06-04;9999-01-01
465250;d002;1994-05-04;9999-01-01
465260;d005;1989-03-04;9999-01-01
465270;d004;1995-07-16;9999-01-01
465280;d005;1999-06-10;2001-04-20
465290;d005;1992-06-28;9999-01-01
465300;d007;1987-10-28;9999-01-01
465310;d004;1999-01-01;1999-02-15
465310;d009;1999-02-15;9999-01-01
465320;d004;2000-01-27;9999-01-01
465330;d007;1987-11-18;9999-01-01
465340;d007;1993-08-28;9999-01-01
465350;d006;1993-05-27;9999-01-01
465360;d004;1997-12-18;9999-01-01
465370;d005;1986-04-04;9999-01-01
465380;d009;1996-08-22;9999-01-01
465390;d001;1997-08-10;9999-01-01
465400;d002;1993-05-27;9999-01-01
465410;d004;1986-09-16;9999-01-01
465420;d006;1998-11-08;9999-01-01
465430;d005;1999-09-06;1999-11-22
465440;d005;1990-03-24;9999-01-01
465450;d005;1999-09-06;9999-01-01
465450;d009;1996-07-17;1999-09-06
465460;d004;1995-09-10;9999-01-01
465460;d005;1988-08-26;1995-09-10
465470;d007;1993-04-06;1995-11-04
465480;d008;1999-09-06;9999-01-01
465490;d001;1986-08-17;9999-01-01
465500;d009;1991-11-12;9999-01-01
465510;d005;1986-01-10;9999-01-01
465520;d009;1995-11-29;9999-01-01
465530;d005;1993-10-23;9999-01-01
465540;d004;1987-09-16;9999-01-01
465550;d008;1993-09-14;9999-01-01
465560;d005;1987-08-01;9999-01-01
465570;d006;1995-11-29;2000-09-03
465580;d004;1990-09-05;1995-11-05
465580;d006;1995-11-05;9999-01-01
465590;d007;1992-01-05;9999-01-01
465600;d008;1998-11-08;9999-01-01
465610;d005;1998-04-25;9999-01-01
465620;d001;1988-08-08;9999-01-01
465630;d005;1997-06-22;2002-02-04
465640;d001;1996-09-04;9999-01-01
465650;d004;1995-03-28;1996-11-18
465660;d006;1985-08-10;9999-01-01
465670;d008;1986-12-21;9999-01-01
465680;d004;1985-02-19;9999-01-01
465690;d005;1997-03-02;9999-01-01
465700;d003;1997-09-06;9999-01-01
465710;d005;1999-06-26;2000-01-09
465720;d006;1996-04-16;9999-01-01
465730;d004;1991-05-12;1994-05-27
465730;d005;1990-01-05;1991-05-12
465740;d005;1987-02-25;1989-03-20
465740;d008;1989-03-20;9999-01-01
465750;d005;1987-05-25;9999-01-01
465760;d007;1995-10-16;9999-01-01
465770;d007;1995-01-19;2001-03-27
465780;d005;1996-02-16;9999-01-01
465790;d007;1993-04-30;1995-09-25
465800;d007;1995-03-04;9999-01-01
465810;d005;1997-08-06;1998-04-13
465820;d004;1992-11-08;9999-01-01
465830;d004;1987-04-30;9999-01-01
465840;d006;1991-08-07;2001-07-07
465850;d005;1996-02-02;9999-01-01
465860;d004;2001-07-12;9999-01-01
465860;d005;1998-06-22;2001-07-12
465870;d005;1992-11-30;1996-07-27
465880;d005;1989-07-10;9999-01-01
465890;d005;1991-12-09;9999-01-01
465900;d009;1985-08-12;9999-01-01
465910;d004;1994-04-23;9999-01-01
465920;d006;1987-06-17;1998-10-05
465930;d007;1999-05-16;2001-12-04
465940;d002;1988-11-06;9999-01-01
465950;d008;1990-11-02;9999-01-01
465960;d004;1996-11-12;1999-03-15
465970;d004;1993-02-10;9999-01-01
465980;d005;1985-12-12;9999-01-01
465990;d007;1998-05-01;9999-01-01
466000;d005;1998-11-13;9999-01-01
466010;d004;1985-08-15;9999-01-01
466020;d001;1997-05-31;9999-01-01
466030;d007;1996-01-16;9999-01-01
466040;d005;1988-03-31;9999-01-01
466050;d005;1994-04-03;9999-01-01
466060;d007;1985-10-03;9999-01-01
466070;d005;1986-05-06;9999-01-01
466080;d009;1987-12-25;9999-01-01
466090;d005;1992-07-10;9999-01-01
466100;d005;1994-07-11;2001-05-21
466110;d008;1993-04-13;9999-01-01
466120;d004;1996-04-06;9999-01-01
466130;d004;1988-05-23;1990-04-17
466140;d005;1996-01-01;9999-01-01
466150;d007;1994-10-01;9999-01-01
466160;d005;1996-09-29;9999-01-01
466170;d006;1986-03-15;9999-01-01
466180;d005;1985-02-09;9999-01-01
466190;d004;1996-10-23;2000-08-29
466200;d005;1986-06-19;9999-01-01
466210;d004;1997-09-15;9999-01-01
466220;d009;1990-11-26;9999-01-01
466230;d004;1997-06-20;9999-01-01
466240;d004;1994-09-02;1996-11-26
466250;d002;1986-05-07;9999-01-01
466260;d004;1995-10-03;9999-01-01
466270;d005;1995-11-28;9999-01-01
466280;d005;1994-07-25;9999-01-01
466290;d001;1992-08-27;2000-11-25
466300;d004;1996-01-20;9999-01-01
466310;d007;1997-01-01;9999-01-01
466320;d003;1988-08-15;9999-01-01
466330;d002;1987-07-03;9999-01-01
466340;d009;1992-01-09;2000-07-05
466350;d008;1994-08-18;9999-01-01
466360;d005;1997-04-04;1997-08-22
466360;d009;1997-01-02;1997-04-04
466370;d004;1993-07-12;9999-01-01
466380;d004;1998-01-11;9999-01-01
466390;d009;1996-01-14;2002-07-06
466400;d005;1997-04-11;9999-01-01
466410;d004;1998-12-30;9999-01-01
466420;d007;1988-06-15;9999-01-01
466430;d005;1988-05-16;9999-01-01
466440;d008;1987-05-16;9999-01-01
466450;d004;1986-11-24;1997-12-01
